,,,,,,UNIDAD DE EMPAQUE,,PESO POR UNIDAD,,MEDIDAS LATAM,,,MEDIDAS USA,,,,,,
14123302,PARED UNIFLEX ANTRANCITA,PAREDES,PAREDES UNIFLEX,INTERIOR,$ 79.690,Caja / Box,30,"2,92","0,60",60,120,2,"23,62","3,94","0,079",https://drive.google.com/file/d/1BTwuM-i1lr8AL4-uQeSNGLzV813GZY4f/view?usp=drive_link,,,"Pared Uniflex Antrancita. Producto de la categoría paredes, subcategoría uniflex, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 60 x 120 cm, espesor de 2.0 mm."
14123303,PARED UNIFLEX NIEVE,PAREDES,PAREDES UNIFLEX,INTERIOR,$ 79.690,Caja / Box,30,"2,92","0,60",60,120,2,"23,62","3,94","0,079",https://drive.google.com/file/d/1kawdpgx1Lb6oRKrozi-ye6aXNbKKqa0_/view?usp=drive_link,,,"Pared Uniflex Nieve. Producto de la categoría paredes, subcategoría uniflex, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 60 x 120 cm, espesor de 2.0 mm."
14212102,ADHESIVO MIXTO MULTIPROPOSITO PEGATEC BLANCO,PEGANTES,PEGANTES,INTERIOR,$ 18.990,Caja / Box,24,"0,5","0,10",4,22,0,"1,575","0,722",0,https://drive.google.com/file/d/1QjjDQienACO6JSWR9-hbLstUvaKdbYyj/view?usp=drive_link,,,"Adhesivo Mixto Multiproposito Pegatec Blanco. Producto de la categoría pegantes, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 4 x 22 cm, espesor de 0.0 mm."
14212103,ADHESIVO MIXTO MULTIPROPOSITO PEGATEC TRANSPARENTE,PEGANTES,PEGANTES,INTERIOR,$ 18.990,Caja / Box,24,"0,5","0,10",4,22,0,"1,575","0,722",0,https://drive.google.com/file/d/1QjjDQienACO6JSWR9-hbLstUvaKdbYyj/view?usp=drive_link,,,"Adhesivo Mixto Multiproposito Pegatec Transparente. Producto de la categoría pegantes, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 4 x 22 cm, espesor de 0.0 mm."
14113001,PISO DECK EXTERIOR CEDRO,PISOS,PISOS DECK,EXTERIOR,$ 91.099,Estiba / Pallet,210,"8,37","1,71","14,8",290,23,"5,83","9,51","0,906",https://drive.google.com/file/d/1fHm3CZvA2UzTpCvhC4Y1hFMbo59X_vdB/view?usp=drive_link,,,"Piso Deck Exterior Cedro. Producto de la categoría pisos, subcategoría deck, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 14 x 290 cm, espesor de 23.0 mm."
14113002,PISO DECK EXTERIOR GRAFITO,PISOS,PISOS DECK,EXTERIOR,$ 91.099,Estiba / Pallet,210,"8,37","1,71","14,8",290,23,"5,83","9,51","0,906",https://drive.google.com/file/d/1bdnRKmAv7kBDmg94-q1kTm9Ub8J804w7/view?usp=drive_link,,,"Piso Deck Exterior Grafito. Producto de la categoría pisos, subcategoría deck, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 14 x 290 cm, espesor de 23.0 mm."
14113003,PISO DECK EXTERIOR NOGAL,PISOS,PISOS DECK,EXTERIOR,$ 91.099,Estiba / Pallet,210,"8,37","1,71","14,8",290,23,"5,83","9,51","0,906",https://drive.google.com/file/d/1OFwmSKVuH-CrA3hl5V86rkfr54PpPe4e/view?usp=drive_link,,,"Piso Deck Exterior Nogal. Producto de la categoría pisos, subcategoría deck, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 14 x 290 cm, espesor de 23.0 mm."
14113004,PISO DECK EXTERIOR MARRON,PISOS,PISOS DECK,EXTERIOR,$ 91.099,Estiba / Pallet,210,"8,37","1,71","14,8",290,23,"5,83","9,51","0,906",https://drive.google.com/file/d/1j0fwbVZhvnfuvYqUsWnyxlVkkbEKqUv0/view?usp=drive_link,,,"Piso Deck Exterior Marron. Producto de la categoría pisos, subcategoría deck, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 14 x 290 cm, espesor de 23.0 mm."
14113005,PISO DECK TEKA,PISOS,PISOS DECK,EXTERIOR,$ 91.099,Estiba / Pallet,210,"8,37","1,71","14,8",290,23,"5,83","9,51","0,906",https://drive.google.com/file/d/1p01bMn1CJOFYcIjsxPfvUhNBsqZtT0Lv/view?usp=drive_link,,,"Piso Deck Teka. Producto de la categoría pisos, subcategoría deck, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 14 x 290 cm, espesor de 23.0 mm."
14113007,PISO DECK MAHOGANY,PISOS,PISOS DECK,EXTERIOR,$ 91.099,Estiba / Pallet,210,"8,37","1,71","14,8",290,23,"5,83","9,51","0,906",https://drive.google.com/file/d/1OZPM2KyqitYNTFGL19al_sIrF8XXUDxt/view?usp=drive_link,,,"Piso Deck Mahogany. Producto de la categoría pisos, subcategoría deck, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 14 x 290 cm, espesor de 23.0 mm."
14113008,PISO DECK EXTERIOR MAPLE,PISOS,PISOS DECK,EXTERIOR,$ 91.099,Estiba / Pallet,210,"8,37","1,71","14,8",290,23,"5,83","9,51","0,906",https://drive.google.com/file/d/1wgLs3QJ5ZmpMfmUN7zOs8Eke_m9p3p6d/view?usp=drive_link,,,"Piso Deck Exterior Maple. Producto de la categoría pisos, subcategoría deck, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 14 x 290 cm, espesor de 23.0 mm."
14113009,PISO DECK EXTERIOR OAK,PISOS,PISOS DECK,EXTERIOR,$ 91.099,Estiba / Pallet,210,"8,37","1,71","14,8",290,23,"5,83","9,51","0,906",https://drive.google.com/file/d/1eJJlPuPgha1ldhrl6BOns6hAeqt9qCSM/view?usp=drive_link,,,"Piso Deck Exterior Oak. Producto de la categoría pisos, subcategoría deck, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 14 x 290 cm, espesor de 23.0 mm."
14112010,PISO SPC ROBLE CLARO IXPE,PISOS,PISOS SPC,INTERIOR,$ 16.099,Caja / Box,10,"0,8","0,16","18,3",122,4,"7,20","4,00","0,157",https://drive.google.com/file/d/1-EtgUywCuY82vVbiiP9yZxi7FcySWl3d/view?usp=drive_link,,,"Piso Spc Roble Claro Ixpe. Producto de la categoría pisos, subcategoría spc, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 18 x 122 cm, espesor de 4.0 mm."
14112011,PISO SPC GRIS CENIZO IXPE ,PISOS,PISOS SPC,INTERIOR,$ 13.399,Caja / Box,10,"0,8","0,16","18,3",122,4,"7,20","4,00","0,157",https://drive.google.com/file/d/17yybqjyEzXUw4X7vDbOpAhX2MJUUCe6J/view?usp=drive_link,,,"Piso Spc Gris Cenizo Ixpe . Producto de la categoría pisos, subcategoría spc, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 18 x 122 cm, espesor de 4.0 mm."
14112012,PISO SPC MADERA TEKA IXPE ,PISOS,PISOS SPC,INTERIOR,$ 16.199,Caja / Box,10,"0,8","0,16","18,3",122,4,"7,20","4,00","0,157",https://drive.google.com/file/d/14tCLMBRFqo_BGZWQtlRQq-uZ38g38pmQ/view?usp=drive_link,,,"Piso Spc Madera Teka Ixpe . Producto de la categoría pisos, subcategoría spc, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 18 x 122 cm, espesor de 4.0 mm."
14112013,PISO SPC AVELLANA IXPE,PISOS,PISOS SPC,INTERIOR,$ 13.399,Caja / Box,10,"0,8","0,16","18,3",122,4,"7,20","4,00","0,157",https://drive.google.com/file/d/1tltPWNnR_QAL70IgXGmTMTc-TfT4rNDd/view?usp=drive_link,,,"Piso Spc Avellana Ixpe. Producto de la categoría pisos, subcategoría spc, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 18 x 122 cm, espesor de 4.0 mm."
14112210,PISO SPC ROBLE CLARO IXPE,PISOS,PISOS SPC,INTERIOR,$ 24.399,Caja / Box,10,"0,8","0,16","22,8",122,"4,5","8,98","4,00","0,177",https://drive.google.com/file/d/1-EtgUywCuY82vVbiiP9yZxi7FcySWl3d/view?usp=drive_link,,,"Piso Spc Roble Claro Ixpe. Producto de la categoría pisos, subcategoría spc, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 22 x 122 cm, espesor de 4.5 mm."
14112211,PISO SPC GRIS CENIZO IXPE ,PISOS,PISOS SPC,INTERIOR,$ 24.399,Caja / Box,10,"0,8","0,16","22,8",122,"4,5","8,98","4,00","0,177",https://drive.google.com/file/d/17yybqjyEzXUw4X7vDbOpAhX2MJUUCe6J/view?usp=drive_link,,,"Piso Spc Gris Cenizo Ixpe . Producto de la categoría pisos, subcategoría spc, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 22 x 122 cm, espesor de 4.5 mm."
14112212,PISO SPC MADERA TEKA IXPE,PISOS,PISOS SPC,INTERIOR,$ 24.399,Caja / Box,10,"0,8","0,16","22,8",122,"4,5","8,98","4,00","0,177",https://drive.google.com/file/d/14tCLMBRFqo_BGZWQtlRQq-uZ38g38pmQ/view?usp=drive_link,,,"Piso Spc Madera Teka Ixpe. Producto de la categoría pisos, subcategoría spc, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 22 x 122 cm, espesor de 4.5 mm."
14112312,PISO SPC NOGAL IXPE,PISOS,PISOS SPC,INTERIOR,$ 35.199,Caja / Box,10,"0,8","0,16",23,152,"5,5","9,055","4,987","0,217",,,,"Piso Spc Nogal Ixpe. Producto de la categoría pisos, subcategoría spc, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 23 x 152 cm, espesor de 5.5 mm."
14091001,POLIFACHADA UNITEC BLANCO TEX,PAREDES,POLIFACHADA,EXTERIOR,$ 112.999,Caja / Box,10,"4,25","0,87",38,380,25,"14,96","12,47","0,984",https://drive.google.com/file/d/1_zZ9GLmCgISkeXVkG6TnFg6rN5RPs-kE/view?usp=drive_link,,,"Polifachada Unitec Blanco Tex. Producto de la categoría paredes, subcategoría polifachada, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 38 x 380 cm, espesor de 25.0 mm."
14091002,POLIFACHADA UNITEC PIEDRA TEX,PAREDES,POLIFACHADA,EXTERIOR,$ 112.999,Caja / Box,10,"4,25","0,87",38,380,25,"14,96","12,47","0,984",https://drive.google.com/file/d/1hLmC-_xrAw8L1NOOJj8pnmpYDeT77ot3/view?usp=drive_link,,,"Polifachada Unitec Piedra Tex. Producto de la categoría paredes, subcategoría polifachada, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 38 x 380 cm, espesor de 25.0 mm."
14091005,POLIFACHADA UNITEC CEDRO,PAREDES,POLIFACHADA,EXTERIOR,$ 112.999,Caja / Box,10,"4,25","0,87",38,380,25,"14,96","12,47","0,984",https://drive.google.com/file/d/1f_r-vx9IQrxygExrSPAPhyByCuUWTykU/view?usp=drive_link,,,"Polifachada Unitec Cedro. Producto de la categoría paredes, subcategoría polifachada, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 38 x 380 cm, espesor de 25.0 mm."
14091006,POLIFACHADA TRAPEZOIDAL NEGRO BW008,PAREDES,POLIFACHADA,EXTERIOR,$ 112.999,Caja / Box,10,"4,25","0,87",38,380,25,"14,96","12,47","0,984",https://drive.google.com/file/d/1gEHSmCBcTnpqaBG3-4vhfWzqxRKd0VyP/view?usp=drive_link,,,"Polifachada Trapezoidal Negro Bw008. Producto de la categoría paredes, subcategoría polifachada, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 38 x 380 cm, espesor de 25.0 mm."
14091007,POLIFACHADA TRAPEZOIDAL PLATEADO BW009,PAREDES,POLIFACHADA,EXTERIOR,$ 112.999,Caja / Box,10,"4,25","0,87",38,380,25,"14,96","12,47","0,984",https://drive.google.com/file/d/12Za0y9xQQ4UrZkEawIKRoibYAZ2NKFTZ/view?usp=drive_link,,,"Polifachada Trapezoidal Plateado Bw009. Producto de la categoría paredes, subcategoría polifachada, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 38 x 380 cm, espesor de 25.0 mm."
14091008,POLIFACHADA UNITEC LADRILLO GRIS BW007,PAREDES,POLIFACHADA,EXTERIOR,$ 112.999,Caja / Box,10,"4,25","0,87",38,380,25,"14,96","12,47","0,984",https://drive.google.com/file/d/1Skz-bbiWiQBHpfO0kr09TuAQdm3gFOn5/view?usp=drive_link,,,"Polifachada Unitec Ladrillo Gris Bw007. Producto de la categoría paredes, subcategoría polifachada, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 38 x 380 cm, espesor de 25.0 mm."
